ASCII Trace IXXAT MiniMon V3  Version: 1.1.4.4543;;;;;
Date: 15.06.2022;;;;;
Start time: 13:05:12;;;;;
Stop time: 13:05:48;;;;;
Overruns: 0  Errorframes: 0                                          ;;;;;
Baudrate: 250 kbit/s;;;;;
Time;Identifier (hex);Format;Flags;Data (hex);
00:05:55.943;289;Std;;00 00 00 00 C4 00 C1 00;
00:05:55.944;188;Std;;00 02 00 00 00 02 01 18;
00:05:55.945;389;Std;;01 00 01 00 4F 50 00 00;
00:05:55.946;384;Std;;C3 02 F8 01 F5 01 F7 01;
00:05:55.947;489;Std;;00 00 FB FF 00 00 22 01;
00:05:55.949;18A;Std;;D9 00 A7 00 D7 00 03 00;
00:05:55.951;28A;Std;;07 00 01 00 00 00 00 00;
00:05:55.954;38A;Std;;00 00 00 00 00 00 00 00;
00:05:55.956;2AD;Std;;00 00 00 00 00 00 00 00;
00:05:55.956;1AE;Std;;00 00 00 00 00;
00:05:55.956;18F;Std;;00 20 05 00;
00:05:55.957;484;Std;;00 00 00 00 00 00 00 00;
00:05:55.957;48A;Std;;00 00 00 00 00 40 00 00;
00:05:55.958;48F;Std;;01 00 00 00 00 00;
00:05:55.962;42E;Std;;11 00 00 00 C0 78 00 12;
00:05:55.962;52E;Std;;00 00 00 00 80 24 49 00;
00:05:55.966;185;Std;;FD B3 49 F0 01 03 BB 33;
00:05:55.968;24B;Std;;00 00 00 00 00 00 00 00;
00:05:55.969;24A;Std;;00 00 00 00 00 00 00 00;
00:05:55.969;24C;Std;;00 00 00 00 00 00 00 00;
00:05:55.976;285;Std;;01 00 90 42 81 00 00 01;
00:05:55.986;385;Std;;00 00 00 00 00 00 00 00;
00:05:55.996;485;Std;;FA 01 FA 01 E6 02 00 00;
00:05:55.998;80;Std;;;
00:05:56.000;18B;Std;;01 00 00 00;
00:05:56.001;28B;Std;;24 00 F6 FF 0D 00 5D 00;
00:05:56.001;29B;Std;;BD FF C0 FF BD FF BA FF;
00:05:56.002;1FB;Std;;00 00 05 05 05 05 05 05;
00:05:56.008;202;Std;;00 00 00 00 D4 30 D4 30;
00:05:56.009;302;Std;;00 00 CF 08 F4 01 00 00;
00:05:56.010;402;Std;;00 00 00 00 00 00 00 00;
00:05:56.010;209;Std;;00 00 00 00 D4 30 D4 30;
00:05:56.011;182;Std;;00 00 00 00 00 00 00 00;
00:05:56.011;309;Std;;00 00 CF 08 2C 01 00 00;
00:05:56.012;409;Std;;00 00 00 00 00 00 00 00;
00:05:56.012;204;Std;;00 00 00 00 00 00 00 00;
00:05:56.013;282;Std;;00 00 00 00 DD 00 D9 00;
00:05:56.013;304;Std;;00 00 00 00 00 00 00 00;
00:05:56.014;20F;Std;;00 04 04 04 01 00;
00:05:56.014;20B;Std;;81 00 00 00;
00:05:56.014;22E;Std;;00 00 FF FF 00 07 07 00;
00:05:56.015;382;Std;;01 00 01 00 4F 50 00 00;
00:05:56.015;214;Std;;02 00 00 00 00 00 00 00;
00:05:56.016;314;Std;;00 00 00 00 00 00 00 00;
00:05:56.017;3AE;Std;;00 00 00 00 00 00 00 00;
00:05:56.017;482;Std;;00 00 FD FF 00 00 17 01;
00:05:56.017;4AE;Std;;00 00 00 00 00 00 00 00;
00:05:56.018;1AF;Std;;00 00 00 00 00 00 00 00;
00:05:56.018;2AF;Std;;00 00 00 00 00 00 00 00;
00:05:56.019;3AF;Std;;00 00 00 00 00 00 00 00;
00:05:56.019;183;Std;;E5 00 B9 00 FF 00 03 00;
00:05:56.021;283;Std;;01 00 05 00 00 00 00 00;
00:05:56.024;383;Std;;00 00 00 00 00 00 00 00;
00:05:56.026;483;Std;;00 00 00 00 00 40 00 00;
00:05:56.026;184;Std;;00 00 00 00 00 07 0F 01;
00:05:56.036;1AD;Std;;0C 00 01 01 05 01 01 00;
00:05:56.036;3AD;Std;;00 00 00 00 00 00 00 00;
00:05:56.037;284;Std;;31 02 E0 27 4A 20 11 00;
00:05:56.037;4AD;Std;;20 00 00 00 00 00 00 00;
00:05:56.038;2AE;Std;;00 00 00 00 00 00 00 00;
00:05:56.044;188;Std;;00 02 00 00 00 02 01 19;
00:05:56.046;384;Std;;C3 02 F8 01 F5 01 F8 01;
00:05:56.050;189;Std;;00 00 00 00 00 00 00 00;
00:05:56.053;289;Std;;00 00 00 00 C4 00 C1 00;
00:05:56.055;389;Std;;01 00 01 00 4F 50 00 00;
00:05:56.055;2AD;Std;;00 00 00 00 00 00 00 00;
00:05:56.056;1AE;Std;;00 00 00 00 00;
00:05:56.056;484;Std;;00 00 00 00 00 00 00 00;
00:05:56.057;18F;Std;;00 20 05 00;
00:05:56.057;489;Std;;00 00 FA FF 00 00 22 01;
00:05:56.059;18A;Std;;D9 00 A7 00 D7 00 03 00;
00:05:56.061;28A;Std;;07 00 01 00 00 00 00 00;
00:05:56.062;22E;Std;;00 00 00 00 00 07 07 00;
00:05:56.062;42E;Std;;11 00 00 00 C0 78 00 00;
00:05:56.063;52E;Std;;00 DD 00 D9 00 C4 00 C1;
00:05:56.064;38A;Std;;00 00 00 00 00 00 00 00;
00:05:56.066;48A;Std;;00 00 00 00 00 40 00 00;
00:05:56.066;185;Std;;FD B3 49 F0 01 03 BB 33;
00:05:56.067;24B;Std;;00 00 00 00 00 00 00 00;
00:05:56.068;24A;Std;;00 00 00 00 00 00 00 00;
00:05:56.068;24C;Std;;00 00 00 00 00 00 00 00;
00:05:56.076;285;Std;;01 00 90 42 81 00 00 01;
00:05:56.076;70F;Std;;5;
00:05:56.086;385;Std;;00 00 00 00 00 00 00 00;
00:05:56.096;485;Std;;FA 01 FA 01 E6 02 00 00;
00:05:56.099;80;Std;;;
00:05:56.102;18B;Std;;01 00 00 00;
00:05:56.102;100;Std;;3D 45 CF 02 DD 36;
00:05:56.103;28B;Std;;29 00 F6 FF 15 00 5D 00;
00:05:56.103;29B;Std;;BD FF C2 FF C0 FF C0 FF;
00:05:56.104;1FB;Std;;00 00 05 05 05 05 05 05;
00:05:56.110;202;Std;;00 00 00 00 D4 30 D4 30;
00:05:56.110;302;Std;;00 00 CF 18 F4 01 00 00;
00:05:56.111;402;Std;;00 00 00 00 00 00 00 00;
00:05:56.111;209;Std;;00 00 00 00 D4 30 D4 30;
00:05:56.112;309;Std;;00 00 CF 18 2C 01 00 00;
00:05:56.112;409;Std;;00 00 00 00 00 00 00 00;
00:05:56.113;204;Std;;00 00 00 00 00 00 00 00;
00:05:56.113;304;Std;;00 00 00 00 00 00 00 00;
00:05:56.114;20F;Std;;00 04 04 04 01 00;
00:05:56.114;20B;Std;;81 00 00 00;
00:05:56.115;704;Std;;5;
00:05:56.116;3AE;Std;;00 00 00 00 00 00 00 00;
00:05:56.117;4AE;Std;;00 00 00 00 00 00 00 00;
00:05:56.117;1AF;Std;;00 00 00 00 00 00 00 00;
00:05:56.118;2AF;Std;;00 00 00 00 00 00 00 00;
00:05:56.118;3AF;Std;;00 00 00 00 00 00 00 00;
00:05:56.120;182;Std;;00 00 00 00 00 00 00 00;
00:05:56.123;282;Std;;00 00 00 00 DD 00 D9 00;
00:05:56.125;382;Std;;01 00 01 00 4F 50 00 00;
00:05:56.126;184;Std;;00 00 00 00 00 07 0F 01;
00:05:56.127;482;Std;;00 00 FC FF 00 00 17 01;
00:05:56.129;183;Std;;EA 00 B9 00 FF 00 03 00;
00:05:56.131;283;Std;;01 00 05 00 00 00 00 00;
00:05:56.134;383;Std;;00 00 00 00 00 00 00 00;
00:05:56.135;72D;Std;;5;
00:05:56.136;1AD;Std;;0C 00 01 01 05 01 01 00;
00:05:56.136;3AD;Std;;00 00 00 00 00 00 00 00;
00:05:56.137;284;Std;;31 02 E0 27 4A 20 11 00;
00:05:56.137;483;Std;;00 00 00 00 00 00 00 00;
00:05:56.138;4AD;Std;;20 00 00 00 00 00 00 00;
00:05:56.138;2AE;Std;;00 00 00 00 00 00 00 00;
00:05:56.144;188;Std;;00 02 00 00 00 02 01 1A;
00:05:56.146;384;Std;;C3 02 F8 01 F5 01 F7 01;
00:05:56.155;2AD;Std;;00 00 00 00 00 00 00 00;
00:05:56.156;1AE;Std;;00 00 00 00 00;
00:05:56.156;484;Std;;00 00 00 00 00 00 00 00;
00:05:56.157;18F;Std;;00 20 05 00;
00:05:56.158;48F;Std;;01 00 00 00 00 00;
00:05:56.158;709;Std;;5;
00:05:56.160;189;Std;;00 00 00 00 00 00 00 00;
00:05:56.161;42E;Std;;11 00 00 00 C0 78 00 01;
00:05:56.162;52E;Std;;00 FF 00 D7 00 B9 00 A7;
00:05:56.163;289;Std;;00 00 00 00 C4 00 C1 00;
00:05:56.165;389;Std;;01 00 01 00 4F 50 00 00;
00:05:56.166;185;Std;;FD B3 49 F0 01 03 BB 33;
00:05:56.166;24B;Std;;00 00 00 00 00 00 00 00;
00:05:56.167;24A;Std;;00 00 00 00 00 00 00 00;
00:05:56.168;489;Std;;00 00 FB FF 00 00 22 01;
00:05:56.168;24C;Std;;00 00 00 00 00 00 00 00;
00:05:56.169;18A;Std;;D9 00 A7 00 D7 00 03 00;
00:05:56.171;28A;Std;;07 00 01 00 00 00 00 00;
00:05:56.174;38A;Std;;00 00 00 00 00 00 00 00;
00:05:56.176;48A;Std;;00 00 00 00 00 00 00 00;
00:05:56.176;285;Std;;01 00 90 42 81 00 00 01;
00:05:56.186;385;Std;;00 00 00 00 00 00 00 00;
00:05:56.196;485;Std;;FA 01 FA 01 E6 02 00 00;
00:05:56.199;80;Std;;;
00:05:56.201;18B;Std;;01 00 00 00;
00:05:56.202;28B;Std;;1F 00 F6 FF 0D 00 64 00;
00:05:56.202;29B;Std;;BD FF C0 FF BD FF BD FF;
00:05:56.202;1FB;Std;;00 00 05 05 05 05 05 05;
00:05:56.209;202;Std;;00 00 00 00 D4 30 D4 30;
00:05:56.210;302;Std;;00 00 CF 08 F4 01 00 00;
00:05:56.210;402;Std;;00 00 00 00 00 00 00 00;
00:05:56.211;209;Std;;00 00 00 00 D4 30 D4 30;
00:05:56.211;309;Std;;00 00 CF 08 2C 01 00 00;
00:05:56.212;409;Std;;00 00 00 00 00 00 00 00;
00:05:56.212;204;Std;;00 00 00 00 00 00 00 00;
00:05:56.213;304;Std;;00 00 00 00 00 00 00 00;
00:05:56.213;212;Std;;00 00 00 00 00 00 00 00;
00:05:56.214;20F;Std;;00 04 04 04 01 00;
00:05:56.214;30F;Std;;A0 45 CF 02 DD 36;
00:05:56.215;20B;Std;;81 00 00 00;
00:05:56.215;22E;Std;;00 00 FF FF 00 07 07 00;
00:05:56.216;3AE;Std;;00 00 00 00 00 00 00 00;
00:05:56.217;4AE;Std;;00 00 00 00 00 00 00 00;
00:05:56.217;1AF;Std;;00 00 00 00 00 00 00 00;
00:05:56.218;2AF;Std;;00 00 00 00 00 00 00 00;
00:05:56.218;3AF;Std;;00 00 00 00 00 00 00 00;
00:05:56.226;184;Std;;00 00 00 00 00 07 0F 01;
00:05:56.228;702;Std;;5;
00:05:56.230;182;Std;;00 00 00 00 00 00 00 00;
00:05:56.233;282;Std;;00 00 00 00 DD 00 D9 00;
00:05:56.235;382;Std;;01 00 01 00 4F 50 00 00;
00:05:56.236;1AD;Std;;0C 00 01 01 05 01 01 00;
00:05:56.236;3AD;Std;;00 00 00 00 00 00 00 00;
00:05:56.236;284;Std;;31 02 E0 27 4A 20 11 00;
00:05:56.237;482;Std;;00 00 FC FF 00 00 17 01;
00:05:56.237;4AD;Std;;20 00 00 00 00 00 00 00;
00:05:56.239;183;Std;;E5 00 B9 00 FF 00 03 00;
00:05:56.241;283;Std;;01 00 05 00 00 00 00 00;
00:05:56.244;383;Std;;00 00 00 00 00 00 00 00;
00:05:56.244;188;Std;;00 02 00 00 00 02 01 1B;
00:05:56.246;483;Std;;00 00 00 00 00 40 00 00;
00:05:56.246;384;Std;;C2 02 F8 01 F5 01 F7 01;
00:05:56.256;2AD;Std;;00 00 00 00 00 00 00 00;
00:05:56.256;1AE;Std;;00 00 00 00 00;
00:05:56.256;18F;Std;;00 20 05 00;
00:05:56.257;2AE;Std;;00 00 00 00 00 00 00 00;
00:05:56.257;28F;Std;;FF 1F 83 00 00 00;
00:05:56.258;484;Std;;00 00 00 00 00 00 00 00;
00:05:56.258;38F;Std;;00 00 01 03;
00:05:56.259;714;Std;;5;
00:05:56.261;22E;Std;;00 00 00 00 00 07 07 00;
00:05:56.261;42E;Std;;11 00 00 00 C0 78 00 02;
00:05:56.262;52E;Std;;00 00 00 00 00 00 00 00;
00:05:56.266;185;Std;;FD B3 49 F0 01 03 BB 33;
00:05:56.267;24B;Std;;00 00 00 00 00 00 00 00;
00:05:56.268;24A;Std;;00 00 00 00 00 00 00 00;
00:05:56.269;24C;Std;;00 00 00 00 00 00 00 00;
00:05:56.270;189;Std;;00 00 00 00 00 00 00 00;
00:05:56.273;289;Std;;00 00 00 00 C4 00 C1 00;
00:05:56.275;389;Std;;01 00 01 00 4F 50 00 00;
00:05:56.276;285;Std;;01 00 90 42 81 00 00 01;
00:05:56.276;70F;Std;;5;
00:05:56.277;489;Std;;00 00 FB FF 00 00 22 01;
00:05:56.279;18A;Std;;D9 00 A7 00 D7 00 03 00;
00:05:56.281;194;Std;;01 00 26 01 21 01 34 01;
00:05:56.281;494;Std;;3A 01 4C 01 0B 01 11 01;
00:05:56.282;28A;Std;;07 00 01 00 00 00 00 00;
00:05:56.282;394;Std;;02 00 03 00 07 00 00 00;
00:05:56.283;294;Std;;00 00 01 00 00 00 00 00;
00:05:56.284;38A;Std;;00 00 00 00 00 00 00 00;
00:05:56.286;48A;Std;;00 00 00 00 00 40 00 00;
00:05:56.286;385;Std;;00 00 00 00 00 00 00 00;
00:05:56.296;485;Std;;FA 01 FA 01 E6 02 00 00;
00:05:56.300;80;Std;;;
00:05:56.303;18B;Std;;01 00 00 00;
00:05:56.304;28B;Std;;21 00 F8 FF 0D 00 5F 00;
00:05:56.304;29B;Std;;BD FF C2 FF BD FF BD FF;
00:05:56.304;1FB;Std;;00 00 05 05 05 05 05 05;
00:05:56.306;187;Std;;00 00 00 00 00 00 00 00;
00:05:56.310;202;Std;;00 00 00 00 D4 30 D4 30;
00:05:56.311;302;Std;;00 00 CF 18 F4 01 00 00;
00:05:56.311;402;Std;;00 00 00 00 00 00 00 00;
00:05:56.312;209;Std;;00 00 00 00 D4 30 D4 30;
00:05:56.313;309;Std;;00 00 CF 18 2C 01 00 00;
00:05:56.313;409;Std;;00 00 00 00 00 00 00 00;
00:05:56.314;204;Std;;00 00 00 00 00 00 00 00;
00:05:56.314;304;Std;;00 00 00 00 00 00 00 00;
00:05:56.315;20F;Std;;00 04 04 04 01 00;
00:05:56.315;20B;Std;;81 00 00 00;
00:05:56.316;3AE;Std;;00 00 00 00 00 00 00 00;
00:05:56.317;4AE;Std;;00 00 00 00 00 00 00 00;
00:05:56.317;1AF;Std;;00 00 00 00 00 00 00 00;
00:05:56.318;2AF;Std;;00 00 00 00 00 00 00 00;
00:05:56.318;3AF;Std;;00 00 00 00 00 00 00 00;
00:05:56.327;184;Std;;00 00 00 00 00 07 0F 01;
00:05:56.335;1AD;Std;;0C 00 01 01 05 01 01 00;
00:05:56.336;3AD;Std;;00 00 00 00 00 00 00 00;
00:05:56.336;4AD;Std;;20 00 00 00 00 00 00 00;
00:05:56.337;284;Std;;31 02 E0 27 4A 20 11 00;
00:05:56.340;182;Std;;00 00 00 00 00 00 00 00;
00:05:56.343;282;Std;;00 00 00 00 DD 00 D9 00;
00:05:56.344;188;Std;;00 02 00 00 00 02 01 1C;
00:05:56.345;382;Std;;01 00 01 00 4F 50 00 00;
00:05:56.346;384;Std;;C3 02 F8 01 F5 01 F8 01;
00:05:56.347;482;Std;;00 00 FC FF 00 00 17 01;
00:05:56.349;183;Std;;E5 00 B9 00 FF 00 03 00;
00:05:56.351;283;Std;;01 00 05 00 00 00 00 00;
00:05:56.354;383;Std;;00 00 00 00 00 00 00 00;
00:05:56.356;2AD;Std;;00 00 00 00 00 00 00 00;
00:05:56.356;1AE;Std;;00 00 00 00 00;
00:05:56.356;18F;Std;;00 20 05 00;
00:05:56.357;2AE;Std;;00 00 00 00 00 00 00 00;
00:05:56.357;483;Std;;00 00 00 00 00 00 00 00;
00:05:56.358;484;Std;;00 00 00 00 00 00 00 00;
00:05:56.358;48F;Std;;01 00 00 00 00 00;
00:05:56.360;42E;Std;;11 00 00 00 C0 78 00 03;
00:05:56.365;24B;Std;;00 00 00 00 00 00 00 00;
00:05:56.365;24A;Std;;00 00 00 00 00 00 00 00;
00:05:56.366;24C;Std;;00 00 00 00 00 00 00 00;
00:05:56.366;185;Std;;FD B3 49 F0 01 03 BB 33;
00:05:56.376;285;Std;;01 00 90 42 81 00 00 01;
00:05:56.377;712;Std;;5;
00:05:56.380;189;Std;;00 00 00 00 00 00 00 00;
00:05:56.383;289;Std;;00 00 00 00 C4 00 C1 00;
00:05:56.385;389;Std;;01 00 01 00 4F 50 00 00;
00:05:56.386;385;Std;;00 00 00 00 00 00 00 00;
00:05:56.387;489;Std;;00 00 FA FF 00 00 22 01;
00:05:56.389;18A;Std;;D9 00 A7 00 D7 00 03 00;
00:05:56.391;28A;Std;;07 00 01 00 00 00 00 00;
00:05:56.393;70B;Std;;5;
00:05:56.394;38A;Std;;00 00 00 00 00 00 00 00;
00:05:56.396;48A;Std;;00 00 00 00 00 00 00 00;
00:05:56.396;485;Std;;FA 01 FA 01 E6 02 00 00;
00:05:56.400;701;Std;;5;
00:05:56.400;80;Std;;;
00:05:56.402;18B;Std;;01 00 00 00;
00:05:56.403;28B;Std;;1C 00 F6 FF 0A 00 5D 00;
00:05:56.403;29B;Std;;BD FF BD FF C0 FF BD FF;
00:05:56.404;1FB;Std;;00 00 05 05 05 05 05 05;
00:05:56.411;202;Std;;00 00 00 00 D4 30 D4 30;
00:05:56.411;302;Std;;00 00 CF 08 F4 01 00 00;
00:05:56.412;402;Std;;00 00 00 00 00 00 00 00;
00:05:56.413;209;Std;;00 00 00 00 D4 30 D4 30;
00:05:56.413;309;Std;;00 00 CF 08 2C 01 00 00;
00:05:56.414;409;Std;;00 00 00 00 00 00 00 00;
00:05:56.414;204;Std;;00 00 00 00 00 00 00 00;
00:05:56.415;304;Std;;00 00 00 00 00 00 00 00;
00:05:56.415;20F;Std;;00 04 04 04 01 00;
00:05:56.416;20B;Std;;81 00 00 00;
00:05:56.416;3AE;Std;;00 00 00 00 00 00 00 00;
00:05:56.417;4AE;Std;;00 00 00 00 00 00 00 00;
00:05:56.417;1AF;Std;;00 00 00 00 00 00 00 00;
00:05:56.418;2AF;Std;;00 00 00 00 00 00 00 00;
00:05:56.418;3AF;Std;;00 00 00 00 00 00 00 00;
00:05:56.427;184;Std;;00 00 00 00 00 07 0F 01;
00:05:56.435;1AD;Std;;0C 00 01 01 05 01 01 00;
00:05:56.436;3AD;Std;;00 00 00 00 00 00 00 00;
00:05:56.436;4AD;Std;;20 00 00 00 00 00 00 00;
00:05:56.437;284;Std;;31 02 E0 27 4A 20 11 00;
00:05:56.444;188;Std;;00 02 00 00 00 02 01 1D;
00:05:56.447;384;Std;;C3 02 F8 01 F5 01 F7 01;
00:05:56.450;182;Std;;00 00 00 00 00 00 00 00;
00:05:56.453;282;Std;;00 00 00 00 DD 00 D9 00;
00:05:56.455;382;Std;;01 00 01 00 4F 50 00 00;
00:05:56.455;2AD;Std;;00 00 00 00 00 00 00 00;
00:05:56.456;1AE;Std;;00 00 00 00 00;
00:05:56.456;2AE;Std;;00 00 00 00 00 00 00 00;
00:05:56.457;18F;Std;;00 20 05 00;
00:05:56.457;482;Std;;00 00 FC FF 00 00 17 01;
00:05:56.458;484;Std;;00 00 00 00 00 00 00 00;
00:05:56.459;183;Std;;E5 00 B9 00 FF 00 03 00;
00:05:56.460;22E;Std;;00 00 FF FF 00 07 07 00;
00:05:56.460;42E;Std;;11 00 00 00 C0 78 00 04;
00:05:56.461;52E;Std;;00 01 00 05 00 07 00 01;
00:05:56.461;283;Std;;01 00 05 00 00 00 00 00;
00:05:56.464;383;Std;;00 00 00 00 00 00 00 00;
00:05:56.466;483;Std;;00 00 00 00 00 40 00 00;
00:05:56.466;24B;Std;;00 00 00 00 00 00 00 00;
00:05:56.467;185;Std;;FD B3 49 F0 01 03 BB 33;
00:05:56.467;24A;Std;;00 00 00 00 00 00 00 00;
00:05:56.468;24C;Std;;00 00 00 00 00 00 00 00;
00:05:56.476;70F;Std;;5;
00:05:56.476;285;Std;;01 00 90 42 81 00 00 01;
00:05:56.486;385;Std;;00 00 00 00 00 00 00 00;
00:05:56.490;189;Std;;00 00 00 00 00 00 00 00;
00:05:56.493;289;Std;;00 00 00 00 C4 00 C1 00;
00:05:56.495;389;Std;;01 00 01 00 4F 50 00 00;
00:05:56.496;485;Std;;FA 01 FA 01 E6 02 00 00;
00:05:56.497;489;Std;;00 00 F9 FF 00 00 22 01;
00:05:56.499;18A;Std;;D9 00 A7 00 D7 00 03 00;
00:05:56.499;80;Std;;;
00:05:56.501;18B;Std;;01 00 00 00;
00:05:56.502;28A;Std;;07 00 01 00 00 00 00 00;
00:05:56.502;28B;Std;;21 00 F8 FF 0D 00 5D 00;
00:05:56.503;29B;Std;;C0 FF C0 FF C0 FF C0 FF;
00:05:56.503;1FB;Std;;00 00 05 05 05 05 05 05;
00:05:56.504;38A;Std;;00 00 00 00 00 00 00 00;
00:05:56.506;48A;Std;;00 00 00 00 00 00 00 00;
00:05:56.509;202;Std;;00 00 00 00 D4 30 D4 30;
00:05:56.510;302;Std;;00 00 CF 08 F4 01 00 00;
00:05:56.511;402;Std;;00 00 00 00 00 00 00 00;
00:05:56.511;209;Std;;00 00 00 00 D4 30 D4 30;
00:05:56.512;309;Std;;00 00 CF 08 2C 01 00 00;
00:05:56.512;409;Std;;00 00 00 00 00 00 00 00;
00:05:56.513;204;Std;;00 00 00 00 00 00 00 00;
00:05:56.513;304;Std;;00 00 00 00 00 00 00 00;
00:05:56.514;20F;Std;;00 04 04 04 01 00;
00:05:56.514;20B;Std;;81 00 00 00;
00:05:56.515;214;Std;;02 00 00 00 00 00 00 00;
00:05:56.515;314;Std;;00 00 00 00 00 00 00 00;
00:05:56.517;3AE;Std;;00 00 00 00 00 00 00 00;
00:05:56.517;4AE;Std;;00 00 00 00 00 00 00 00;
00:05:56.518;1AF;Std;;00 00 00 00 00 00 00 00;
00:05:56.518;2AF;Std;;00 00 00 00 00 00 00 00;
00:05:56.519;3AF;Std;;00 00 00 00 00 00 00 00;
00:05:56.527;184;Std;;00 00 00 00 00 07 0F 01;
00:05:56.535;1AD;Std;;0C 00 01 01 05 01 01 00;
00:05:56.536;3AD;Std;;00 00 00 00 00 00 00 00;
00:05:56.536;4AD;Std;;20 00 00 00 00 00 00 00;
00:05:56.537;284;Std;;31 02 E0 27 4A 20 11 00;
00:05:56.543;708;Std;;5;
00:05:56.544;188;Std;;00 02 00 00 00 02 01 1E;
00:05:56.547;384;Std;;C3 02 F8 01 F5 01 F7 01;
00:05:56.555;2AD;Std;;00 00 00 00 00 00 00 00;
00:05:56.556;1AE;Std;;00 00 00 00 00;
00:05:56.556;2AE;Std;;00 00 00 00 00 00 00 00;
00:05:56.557;18F;Std;;00 20 05 00;
00:05:56.557;484;Std;;00 00 00 00 00 00 00 00;
00:05:56.558;48F;Std;;01 00 00 00 00 00;
00:05:56.560;182;Std;;00 00 00 00 00 00 00 00;
00:05:56.561;42E;Std;;11 00 00 00 C0 78 00 05;
00:05:56.562;52E;Std;;00 00 00 00 00 00 00 00;
00:05:56.563;282;Std;;00 00 00 00 DD 00 D9 00;
00:05:56.565;382;Std;;01 00 01 00 4F 50 00 00;
00:05:56.566;24B;Std;;00 00 00 00 00 00 00 00;
00:05:56.567;185;Std;;FD B3 49 F0 01 03 BB 33;
00:05:56.567;24A;Std;;00 00 00 00 00 00 00 00;
00:05:56.568;482;Std;;00 00 FD FF 00 00 17 01;
00:05:56.568;24C;Std;;00 00 00 00 00 00 00 00;
00:05:56.569;183;Std;;E5 00 B9 00 FF 00 03 00;
00:05:56.571;283;Std;;01 00 05 00 00 00 00 00;
00:05:56.574;383;Std;;00 00 00 00 00 00 00 00;
00:05:56.576;483;Std;;00 00 00 00 00 00 00 00;
00:05:56.576;285;Std;;01 00 90 42 81 00 00 01;
00:05:56.586;385;Std;;00 00 00 00 00 00 00 00;
00:05:56.596;485;Std;;FA 01 FA 01 E6 02 00 00;
00:05:56.599;80;Std;;;
00:05:56.600;18B;Std;;01 00 00 00;
00:05:56.601;189;Std;;00 00 00 00 00 00 00 00;
00:05:56.601;28B;Std;;27 00 F6 FF 12 00 5D 00;
00:05:56.602;29B;Std;;C0 FF C0 FF C0 FF BD FF;
00:05:56.602;1FB;Std;;00 00 05 05 05 05 05 05;
00:05:56.603;289;Std;;00 00 00 00 C4 00 C1 00;
00:05:56.605;389;Std;;01 00 01 00 4F 50 00 00;
00:05:56.607;489;Std;;00 00 FB FF 00 00 22 01;
00:05:56.609;18A;Std;;D9 00 A7 00 D7 00 03 00;
00:05:56.610;202;Std;;00 00 00 00 D4 30 D4 30;
00:05:56.610;302;Std;;00 00 CF 18 F4 01 00 00;
00:05:56.611;402;Std;;00 00 00 00 00 00 00 00;
00:05:56.611;209;Std;;00 00 00 00 D4 30 D4 30;
00:05:56.612;28A;Std;;07 00 01 00 00 00 00 00;
00:05:56.612;309;Std;;00 00 CF 18 2C 01 00 00;
00:05:56.613;409;Std;;00 00 00 00 00 00 00 00;
00:05:56.613;204;Std;;00 00 00 00 00 00 00 00;
00:05:56.614;38A;Std;;00 00 00 00 00 00 00 00;
00:05:56.614;304;Std;;00 00 00 00 00 00 00 00;
00:05:56.615;20F;Std;;00 04 04 04 01 00;
00:05:56.615;20B;Std;;81 00 00 00;
00:05:56.616;704;Std;;5;
00:05:56.616;48A;Std;;00 00 00 00 00 00 00 00;
00:05:56.617;3AE;Std;;00 00 00 00 00 00 00 00;
00:05:56.617;4AE;Std;;00 00 00 00 00 00 00 00;
00:05:56.618;1AF;Std;;00 00 00 00 00 00 00 00;
00:05:56.618;2AF;Std;;00 00 00 00 00 00 00 00;
00:05:56.619;3AF;Std;;00 00 00 00 00 00 00 00;
00:05:56.627;184;Std;;00 00 00 00 00 07 0F 01;
00:05:56.635;72D;Std;;5;
00:05:56.635;1AD;Std;;0C 00 01 01 05 01 01 00;
00:05:56.636;3AD;Std;;00 00 00 00 00 00 00 00;
00:05:56.636;4AD;Std;;20 00 00 00 00 00 00 00;
00:05:56.637;284;Std;;31 02 E0 27 4A 20 11 00;
00:05:56.637;392;Std;;00 01 E3 34 15 15 16 07;
00:05:56.644;188;Std;;00 02 00 00 00 02 01 1F;
00:05:56.647;384;Std;;C3 02 F8 01 F5 01 F7 01;
00:05:56.655;2AD;Std;;00 00 00 00 00 00 00 00;
00:05:56.656;1AE;Std;;00 00 00 00 00;
00:05:56.656;2AE;Std;;00 00 00 00 00 00 00 00;
00:05:56.657;18F;Std;;00 20 05 00;
00:05:56.657;484;Std;;00 00 00 00 00 00 00 00;
00:05:56.661;42E;Std;;11 00 00 00 C0 78 00 06;
00:05:56.664;709;Std;;5;
00:05:56.666;24B;Std;;00 00 00 00 00 00 00 00;
00:05:56.666;24A;Std;;00 00 00 00 00 00 00 00;
00:05:56.667;185;Std;;FD B3 49 F0 01 03 BB 33;
00:05:56.667;24C;Std;;00 00 00 00 00 00 00 00;
00:05:56.670;182;Std;;00 00 00 00 00 00 00 00;
00:05:56.673;282;Std;;00 00 00 00 DC 00 D9 00;
00:05:56.675;382;Std;;01 00 01 00 4F 50 00 00;
00:05:56.676;70F;Std;;5;
00:05:56.676;285;Std;;01 00 90 42 81 00 00 01;
00:05:56.677;482;Std;;00 00 FC FF 00 00 17 01;
